normal
9,0,0,0,8,11,287
1,0,0,0,8,10,173
0,1,0,0,8,15,84
5,0,1,0,7,11,41
0,0,0,0,7,6,1
0,0,0,0,7,10,24
0,4,0,0,7,10,2
4,0,0,0,7,15,0
0,0,0,3,8,10,10
0,0,1,4,7,10,111
2,0,0,0,7,10,122
7,0,0,0,6,9,196
0,0,0,0,5,11,159
39,0,0,0,7,16,906
11,0,0,0,9,15,997
37,69,36,143,10,3,997
980,742,936,771,40,725,921
996,874,983,898,18,939,28
1002,908,996,927,379,970,27
957,27,409,21,440,796,18
0,2,0,0,6,8,0
3,0,0,0,7,7,0
0,0,0,0,5,10,0
0,0,0,0,8,10,5
16,25,0,0,6,12,968
25,180,0,347,9,12,984
853,324,320,962,531,962,990
929,330,845,989,600,983,915
973,330,944,996,619,1003,16
761,123,378,947,563,994,28
0,0,0,0,7,10,3
0,0,0,3,6,10,0
0,2,3,0,6,10,0
27,86,4,0,6,2,957
29,296,7,0,7,15,984
30,191,4,758,17,8,993
919,274,328,944,241,930,989
988,824,967,927,104,908,760
999,886,988,913,16,8,4
998,862,986,888,18,892,23
96,0,404,12,8,8,0
0,0,0,0,7,8,0
0,0,5,0,6,13,0
0,3,0,0,6,13,5
24,127,0,0,5,11,972
30,342,389,847,18,889,984
819,319,371,976,558,964,979
991,305,935,965,533,964,645
989,777,976,968,528,983,27
991,797,980,974,583,994,31
0,67,428,14,401,24,0
0,0,0,3,5,11,0
1,0,2,0,6,8,0
1,0,3,0,6,10,0
20,307,6,0,5,13,977
925,308,356,925,345,935,984
986,788,963,954,446,951,668
998,881,985,941,365,964,16
999,898,988,943,437,978,17
0,0,0,0,8,10,5
0,0,2,3,6,7,0
0,0,0,0,5,10,0
0,0,0,0,6,6,0
21,4,0,0,5,10,804
14,366,12,0,6,11,987
24,328,53,934,478,901,1003
257,317,353,941,449,923,989
800,334,388,942,422,937,986
714,344,400,838,418,958,389
0,1,0,0,7,14,0
0,0,0,0,7,10,0
0,0,0,4,6,1,1
0,0,0,4,7,8,1
0,0,4,0,4,10,0
0,5,0,0,7,14,4
23,59,0,0,6,11,742
---
toe
13,19,0,3,4,10,983
32,21,0,0,5,15,981
31,3,0,0,6,10,976
25,64,0,0,4,11,976
39,50,0,0,5,12,972
8,62,0,4,5,13,971
11,31,0,1,5,10,976
19,0,0,0,6,11,632
4,0,0,0,8,8,503
28,0,0,0,5,9,934
25,3,0,0,5,15,986
29,4,0,3,6,10,1000
21,87,0,767,16,7,1004
776,159,387,902,245,830,997
906,295,402,873,246,799,994
940,718,422,904,276,23,981
735,19,168,6,6,11,0
0,0,0,0,6,11,9
0,0,0,4,7,10,0
0,2,3,0,5,10,0
15,5,0,1,5,10,977
34,88,0,0,6,15,992
38,102,359,11,7,12,1004
544,127,424,759,19,8,1000
863,566,442,590,49,5,993
733,69,0,0,6,11,0
0,0,0,0,5,1,0
2,0,1,0,3,11,0
0,0,4,0,5,14,17
15,2,0,0,6,15,991
33,81,0,0,8,11,1009
25,101,1,0,6,0,1010
16,71,0,0,5,10,1008
818,118,424,14,8,13,314
2,2,0,0,5,10,0
1,0,0,0,6,9,0
0,0,3,0,4,13,0
10,0,0,0,5,10,993
25,0,336,8,5,11,1007
14,0,395,14,9,11,999
698,19,466,12,8,7,1000
16,0,0,0,5,8,991
18,3,0,0,6,10,582
2,4,0,3,6,8,273
3,0,5,0,5,14,217
32,0,0,0,6,6,962
12,30,0,0,6,10,1005
15,8,3,0,7,10,1015
9,3,103,2,5,15,1009
722,112,396,13,39,6,1005
946,624,436,657,257,21,751
0,0,0,0,6,5,0
2,0,0,1,8,10,1
0,0,0,0,7,10,1
8,3,1,0,5,10,984
36,0,0,0,7,12,1007
20,0,6,0,4,14,1010
19,5,399,19,68,8,1004
910,316,457,15,83,0,989
0,0,2,0,4,12,0
0,3,0,0,5,9,5
0,0,0,0,7,5,0
26,0,0,0,5,10,942
36,0,0,3,5,11,1006
24,4,0,0,5,10,1006
18,0,528,9,5,11,1008
18,0,513,16,9,11,1004
930,656,526,16,9,12,895
747,21,392,15,6,11,0
0,0,3,0,6,10,0
0,1,0,0,8,13,0
0,0,0,2,6,15,0
15,13,0,1,7,3,612
393,246,422,514,12,5,847
887,266,428,725,13,707,904
886,265,430,743,16,703,909
845,258,447,413,12,685,906
---
front

