normal
1,0,0,0,7,15,3
0,0,0,3,5,9,0
0,0,0,0,9,10,71
0,0,0,1,8,696,76
643,16,0,520,315,955,239
990,678,955,963,524,979,211
972,28,745,795,111,961,18
0,0,0,0,5,10,0
0,0,0,0,6,7,4
24,0,0,0,7,11,935
808,27,0,844,248,955,983
976,526,938,955,458,965,939
999,862,984,919,61,951,29
1006,909,992,915,22,957,23
999,832,980,941,147,972,18
0,0,0,1,8,10,4
0,0,3,0,6,10,0
0,4,0,0,7,9,0
25,0,0,0,7,12,988
11,0,1,0,5,10,1004
17,0,0,0,7,6,1003
918,29,249,859,16,832,996
988,831,970,967,515,970,30
27,0,407,18,447,882,20
0,0,0,3,6,2,0
3,0,0,0,6,11,3
7,0,0,0,6,11,784
11,277,383,835,19,932,966
968,128,919,966,514,967,921
990,743,965,966,446,978,28
1006,904,992,907,237,969,26
965,26,411,15,10,5,0
3,0,0,0,6,10,0
0,0,0,0,7,2,1
0,0,0,2,5,10,0
17,4,0,0,7,13,965
730,104,352,825,351,951,976
965,94,880,973,561,989,849
991,798,970,975,549,991,31
990,831,980,989,591,996,30
948,122,370,920,560,1001,16
0,0,0,0,7,15,0
0,0,0,0,7,8,0
4,0,0,0,7,15,0
28,279,11,3,5,12,979
968,307,914,962,468,952,952
985,749,963,960,529,979,40
997,862,981,972,531,988,28
873,345,390,678,532,939,23
0,0,0,0,6,2,0
4,0,2,0,6,11,1
4,4,0,0,6,15,2
618,351,383,793,17,930,913
980,313,943,970,560,980,719
989,730,966,966,564,981,26
995,810,975,970,558,990,30
981,287,923,33,10,901,23
751,16,417,13,8,15,4
0,0,0,0,7,6,0
0,0,0,0,6,14,0
0,0,1,0,6,12,0
0,0,1,4,6,10,0
0,3,1,0,5,10,0
12,20,0,5,6,8,840
---
back
4,10,990
35,0,0,0,5,12,987
11,0,2,0,7,6,1001
21,0,1,0,6,10,1012
20,0,1,0,5,13,1007
22,0,0,0,7,11,1008
13,0,1,0,5,11,1007
15,0,0,0,6,10,929
3,0,0,0,6,14,18
0,3,0,0,8,14,37
3,0,0,0,6,14,0
16,0,0,0,6,10,701
25,3,0,0,5,10,987
36,0,0,4,5,0,1005
21,0,0,0,7,14,1003
13,0,0,4,6,10,1005
8,0,495,16,10,6,1011
9,0,506,16,6,8,967
0,0,0,0,6,10,6
4,0,0,0,5,16,0
0,0,0,2,8,10,3
0,1,1,1,6,11,0
27,0,4,0,5,8,983
35,0,0,5,5,8,996
33,0,2,0,4,8,1012
21,0,0,2,7,14,1008
22,1,4,2,6,11,1010
23,3,191,11,9,3,992
0,0,2,0,5,10,0
0,0,3,0,5,10,0
4,0,0,0,5,15,0
0,0,0,0,7,10,6
26,0,0,0,5,12,915
15,3,0,0,4,10,986
10,0,0,4,3,12,1007
21,0,0,0,5,16,1010
22,2,0,0,6,10,1011
17,3,0,1,5,10,949
5,0,4,0,5,13,244
8,0,0,0,6,11,314
8,0,0,3,7,10,316
10,1,0,0,5,10,737
28,4,0,3,5,10,994
11,0,0,0,5,10,1013
25,0,0,0,5,10,1011
5,0,0,4,5,11,1012
16,4,0,0,7,11,1011
14,0,341,3,7,10,984
0,0,0,0,5,10,0
0,0,0,0,7,10,2
0,0,0,4,5,7,0
27,0,0,3,5,10,951
27,0,0,0,7,9,992
12,3,0,0,6,11,1009
11,0,1,3,5,10,1009
16,0,0,5,5,11,1009
20,0,0,0,6,3,1003
1,1,0,0,5,15,168
4,0,0,0,5,10,88
0,0,0,0,6,10,4
0,0,0,4,5,11,1
36,0,2,0,6,10,996
7,0,0,4,5,0,1005
21,5,0,0,7,14,1005
19,0,0,3,7,10,1008
12,1,3,0,7,10,1009
0,0,0,2,8,2,0
8,0,0,0,5,9,99
0,0,0,0,7,12,0
0,1,0,0,5,8,9
29,0,0,0,5,16,926
35,0,3,0,6,11,968
10,0,0,0,7,10,972
31,0,1,0,5,10,959
10,0,0,0,6,8,961
29,0,0,4,5,10,965
27,0,0,0,5,15,965
35,0,3,0,6,9,957
14,0,2,0,4,10,951
--
front
3,0,1,0,5,8,4
0,0,0,1,4,10,0
631,19,0,566,331,925,168
981,29,928,959,511,968,28
995,821,981,970,547,977,28
984,84,951,984,606,984,28
982,32,949,992,612,997,32
986,152,971,996,622,999,27
973,31,897,960,539,995,28
0,0,4,0,7,9,0
3,0,0,0,6,10,0
0,0,0,2,8,2,0
368,6,151,4,249,899,18
968,20,901,953,575,979,554
995,671,970,985,594,984,29
989,498,968,994,607,999,31
992,764,976,994,614,998,30
0,0,2,3,5,10,0
0,4,0,0,6,10,0
3,0,0,0,6,10,0
0,0,97,6,54,891,23
